X,Y,OBJECTID,Project_ID,Project_Name,Project_Street_Number,Project_Street_Name,Project_Street_Suffix,Project_Zip_Code,Neighborhood,Project_Record_Type,Project_Status,Filed_Date,BPDA_Board_Approval,First_Building_Permit,COO_Permit_Date,Last_Project_Update_Date,Gross_Square_Footage,Description,Website_URL,Lat,Lon,Gross_Floor_Area,RnD_sqft,Shape
774750.114471301,2953635.99193557,22209,2619,15-25 Harrison Avenue,15-25,Harrison,Avenue,2111,Chinatown,Large Project,Prefile (Default),,,,,,80000,Demolition of the existing structure(s) occupying the site and the construction of a 26-story hotel with approx. 126 rooms and ground floor retail space.,,42.3521,-71.0613,80000,,
750141.42615597,2956219.31583714,22210,2620,1650 Soldiers Field Road,1650,Soldiers Field,Road,2135,Brighton,Small Project,Construction Complete,2017/09/22 00:00:00+00,2017/12/14 00:00:00+00,2018/11/29 00:00:00+00,2020/01/15 00:00:00+00,2018/08/31 00:00:00+00,27000,"The Proposed Project consists of the redevelopment of the former Martignetti Liquors site into a new single story automobile dealership including sales and service business.  The new Maserati - Alfa Romeo building will measure approximately 27,000 gross square feet including 102 surface parking spaces with related site improvements. 

The Proposed Project will change the existing legal uses and occupancy of the premises from Liquor Store and Bank to Indoor and Outdoor Sales of new  or used motor vehicles, automotive parts, accessories and supplies.",http://www.bostonplans.org/projects/development-projects/1650-soldiers-field-road,42.3595,-71.1523,27000,0,
751601.505584881,2956079.54282273,22211,2623,70 Leo M. Birmingham Parkway,70,Leo M. Birmingham,Parkway,2135,Brighton,Large Project,Construction Complete,2017/10/03 00:00:00+00,2018/05/17 00:00:00+00,2020/07/16 00:00:00+00,2023/04/21 00:00:00+00,2022/05/03 00:00:00+00,117626,"The Residences at Birmingham Condominium LLC (the ""Proponent""), proposed to revitalize this underutilized Project Site located at 70 Leo M. Birmingham Parkway and 6-8 Lincoln Street with a new six-story residential condominium building measuring approximately 117,626 gross square feet, including 79 units of homeownership housing, with on-site garage parking for 78 vehicles and related open space, sidewalks and site improvements.",http://www.bostonplans.org/projects/development-projects/70-leo-m-birmingham-parkway,42.3591,-71.1469,87646,0,
744747.436943978,2953209.66076723,22212,2624,99 Tremont Street,99,Tremont,Street,2135,Brighton,Large Project,Construction Complete,2017/08/08 00:00:00+00,2017/10/12 00:00:00+00,2015/12/14 00:00:00+00,2017/06/01 00:00:00+00,,74020,The 99 Tremont Street Notice of Project Change  calls for a request to change the completed building program consisting of 62 residential rental units to a condominium program with off-street parking for 91 vehicles.,http://www.bostonplans.org/projects/development-projects/99-tremont-street-apartments,42.3513,-71.1723,74020,0,
776443.901109964,2955394.02418064,22213,2625,One Post Office Square,1,Post Office,Square,2109,Downtown,Large Project,Construction Complete,2018/01/04 00:00:00+00,2018/03/15 00:00:00+00,2019/06/11 00:00:00+00,2021/11/23 00:00:00+00,2018/12/06 00:00:00+00,207000,"Anchor Line Partners and Jones Lang LaSalle Corporation propose to upgrade the existing property at One Post Office Square, Boston. The existing property contains a 41-story, 515 foot tall multi-tenant office tower, and a 6-story garage with 8 levels of parking and 371 spaces. The upgrades to the office tower will include the replacement of the existing façade with a glass curtainwall from the ground level to level 30, an overclad system between levels 31 and 38, along with the addition of mid-level and roof level attractions, and the addition of infill areas below existing cantilevered corners. The existing parking structure and associated spaces will be demolished and replaced by a new 18 story structure with ground floor retail and drop-off for an automated parking garage. The automated parking garage will include 3 stories above grade and 2 stories below, with a 13-story addition above the garage that extends the existing office floor plates from the One Post Office Square office tower, and two floors of mechanical space above.",http://www.bostonplans.org/projects/development-projects/one-post-office-square,42.3569,-71.055,207000,0,
774101.944835886,2953523.33894564,22214,2626,41 LaGrange Street,41,LaGrange,Street,2116,Chinatown,Large Project,Board Approved,2018/11/08 00:00:00+00,2019/02/14 00:00:00+00,,,2019/02/14 00:00:00+00,132045,"The Proponent plans to develop a new 19-story residential tower that will be comprised of 126 mixed-income rental units. The current program includes a mix of studios, one- and two bedroom units, along with management offices, amenity spaces, laundry facilities, and indoor bike storage racks. There will be no on-site parking.",http://www.bostonplans.org/projects/development-projects/41-lagrange-street,42.3518,-71.0637,93612,0,
772021.345322549,2964117.6865233,22215,2629,Rutherford Landing,463,Rutherford,Avenue,2129,Charlestown,Small Project,Construction Complete,2017/10/27 00:00:00+00,2017/12/14 00:00:00+00,2015/03/05 00:00:00+00,2016/10/24 00:00:00+00,2018/10/02 00:00:00+00,16158,Proponent request a Notice of Project Change that would change the completed project from 15 rental units to 15 condominium units. Project includes two IDP (affordable) ownership units.,http://www.bostonplans.org/Projects/Development-Projects/Rutherford-Landing,42.3809,-71.0712,16158,0,
775277.073063061,2961510.38333897,22216,263,10 Chestnut Street,10,Chestnut,Street,2129,Charlestown,Small Project,Construction Complete,,,,,,6000,BRA RFP for six (6) units of housing.,,42.3737,-71.0592,6000,,
750761.857985973,2923533.03672165,22217,2633,Willet Street Extension,23 - 52,Willet,Street,2132,West Roxbury,Large Project,Permitted / Under Construction,2018/02/26 00:00:00+00,2018/06/14 00:00:00+00,2022/10/06 00:00:00+00,2023/05/24 00:00:00+00,2022/05/28 00:00:00+00,75400,"The proposed development will include approximately twenty-nine (29) single family homes totaling approximately 75,400 gross square feet; complete with a new road, running parallel to Washington St, and associated infrastructure on a 7.75 acre lot of land off  Willet Street in West Roxbury.",http://www.bostonplans.org/Projects/Development-Projects/Willet-Street-Extension,42.2698,-71.1505,75400,0,
761853.297089145,2948398.40496981,22218,2635,BIDMC New Inpatient Building,111,Francis,Street,2215,Longwood Medical Area,Large Project,Construction Complete,2018/01/11 00:00:00+00,2018/10/11 00:00:00+00,2020/04/09 00:00:00+00,2022/10/14 00:00:00+00,2019/10/08 00:00:00+00,325000,"The Proposed Project will include approximately 325,000 square feet of hospital uses, including 158 inpatient beds (up to 128 medical/surgical and 30 intensive/critical care beds) within the proposed new building, and a rooftop helipad (which will be relocated from an immediately adjacent building).",http://www.bostonplans.org/projects/development-projects/bidmc-new-inpatient-building,42.3379,-71.1091,325000,,
774116.670856297,2950644.43230189,22219,2636,370-380 Harrison Avenue,370-380,Harrison,Avenue,2118,South End,Large Project,Construction Complete,2017/10/11 00:00:00+00,2017/11/16 00:00:00+00,2018/03/06 00:00:00+00,2021/12/03 00:00:00+00,2022/07/24 00:00:00+00,479133,"The proposed project consists of the demolition of the existing structures on the site(s) and the construction of a mixed-use building with up to approx. 273 residential units, 180 off-street parking spaces, and  8,500 square feet of commercial space.",http://www.bostonplans.org/projects/development-projects/370-380-harrison-avenue,42.3439,-71.0637,356000,,
771372.911580056,2964114.43587364,22220,2638,100 Hood Park Drive,100,Hood Park,Drive,2129,Charlestown,Large Project,Construction Complete,2017/12/08 00:00:00+00,2018/03/15 00:00:00+00,2018/10/22 00:00:00+00,2020/07/21 00:00:00+00,2022/12/20 00:00:00+00,448000,"The proposed project consists of the construction of a mixed-use building within Hood Park which will include a parking garage that may accommodate up to approx. 990 vehicles and approximately 75,000 square feet of retail, office, and laboratory space.",http://www.bostonplans.org/Projects/Development-Projects/100-Hood-Park-Drive,42.3809,-71.0736,75000,50000,
766562.350991219,2941787.91392572,22221,264,Washington Commons,12,Brinton,Street,2119,Roxbury,Large Project,Construction Complete,2002/10/28 00:00:00+00,2003/02/06 00:00:00+00,,,,74590,"Construction of 49 units in 33 buildings of which 28 are affordable units, 70 off-street parking spaces and open space.

See unit listing task in Activity History for street addresses of affordable units.",,42.3197,-71.0918,74590,,
749811.678455889,2950897.34452572,22222,2641,81 Chestnut Hill Avenue,81,Chestnut HIll,Avenue,2135,Brighton,Small Project,Permitted / Under Construction,2018/01/19 00:00:00+00,2018/03/15 00:00:00+00,2019/12/11 00:00:00+00,2023/07/10 00:00:00+00,2022/08/09 00:00:00+00,32336,"81 Chestnut Hill Avenue, LLC is looking to replace an existing multi-family structure with a new 4-story,14-unit residential rental building of approximately 24,740 gross square feet with three (3) main residential levels above a ground-level parking garage for 17 vehicles. Two (2) of the residential units will be designated as affordable.

Eleven of the fourteen units will be two (2) bedroom units and three of the 14 units will be three (3) bedroom units.",http://www.bostonplans.org/Projects/Development-Projects/81-Chestnut-Hill-Avenue,42.3449,-71.1536,24740,0,
777242.456599474,2952592.10261914,22223,2643,General Electric (GE) Headquarters Project,6,Necco,Street,2210,South Boston Waterfront,Large Project,Construction Complete,2017/12/01 00:00:00+00,,,2019/12/16 00:00:00+00,2019/10/22 00:00:00+00,390560,"Three changes are planned for the Proposed General Electric (GE) Headquarters Project:

1. Rehabilitation of the Necco Court Bridge? This four-story bridge will be used as an
extension of the office, research and development and related uses planned at the
Brick Buildings.

2. Additional Open Space Parcel? An additional open space parcel of approximately
9,387 square feet is being added to the Project Site in order to create more public
open space.

3. Rooftop Room ? The planned meeting space on the rooftop of 5 Necco Court will be
modestly expanded so that it will have the capacity for larger meetings.

Altogether, these additions will add 3,865 sqft of GFA to the overall project.",http://www.bostonplans.org/Projects/Development-Projects/General-Electric-(GE)-Headquarters-Project,42.3492,-71.0521,390560,0,
753491.934874892,2950037.96140197,22224,2644,5 Washington Street,5,Washington,Street,2135,Brighton,Large Project,Permitted / Under Construction,2018/01/12 00:00:00+00,2018/06/14 00:00:00+00,2020/06/30 00:00:00+00,,2023/05/18 00:00:00+00,131500,"5 Washington Square, LLC proposes to construct approximately 131,500 square feet of gross floor area in a five-story residential building that includes approximately 108 units and approximately 12,500 square feet of ground floor retail.",http://www.bostonplans.org/projects/development-projects/5-washington-street,42.3425,-71.14,131500,0,
791392.262945473,2968997.27978247,22225,2647,WITHDRAWN: Suffolk Downs Phase 1 (Amazon Proposal),525,McClellan,Highway,2128,East Boston,Large Project,Board Approved,2017/12/05 00:00:00+00,2018/02/08 00:00:00+00,,,2018/02/08 00:00:00+00,518657,"As the first phase of the Suffolk Downs project, HYM Investment Group proposes approximately 520,000 square feet of office uses in two buildings adjacent to the Suffolk Downs MBTA station. The proposal includes supporting corporate uses on the ground floor and up to 520 structured parking spaces.",,42.394,-70.9994,325657,0,
751762.310709476,2956408.19374023,22226,2648,50 Leo Birmingham Parkway,50 - 56,Leo Birmingham,Parkway,2135,Brighton,Small Project,Construction Complete,2019/03/21 00:00:00+00,2019/08/15 00:00:00+00,2021/05/14 00:00:00+00,2022/04/27 00:00:00+00,2022/03/09 00:00:00+00,48645,"City Realty Group, LLC (the ""Proponent"") proposes to raze the existing mixed-use structure at 50 - 56 Leo M. Birmingham Parkway, and erect a six (6)-story residential building totaling approximately 48,645 gross square feet inclusive of forty-nine (49) condominium units, fifty-two (52) parking spaces, and a bike storage/repair room on the ground-floor.",http://www.bostonplans.org/projects/development-projects/50-leo-birmingham-parkway,42.36,-71.1463,48645,0,
771587.523683637,2948226.41384397,22227,2650,Penmark (Housing only),21,Father Francis J. Gilday,Street,2118,South End,Large Project,Construction Complete,,,2004/05/05 00:00:00+00,2006/09/23 00:00:00+00,,0,,,42.3373,-71.0731,0,0,
764629.828609556,2950160.54514632,22228,2651,60 Kilmarnock Street,60-80,Kilmarnock,Street,2215,Fenway,Large Project,Permitted / Under Construction,2018/07/09 00:00:00+00,2019/01/17 00:00:00+00,2022/05/16 00:00:00+00,,2021/10/22 00:00:00+00,443912,"The proposed project is located at 60, 67-75, 70-80 Kilmarnock Street and 59-75 Queensberry Street. It will include a total of approximately 435 residential units in two buildings, totaling 420,800 square feet, separated by Kilmarnock Street, along with ground floor retail space fronting on Kilmarnock Street, and landscaped areas and other amenities and services for residents. The proposed project will also include 250 below-grade and surface parking spaces.",http://www.bostonplans.org/projects/development-projects/60-80-kilmarnock-street,42.3427,-71.0988,426700,0,
779561.126502797,2953734.12395714,22229,2652,Fan Pier - Parcel E,10,Fan Pier,Blvd,2210,South Boston Waterfront,Large Project,Construction Complete,2017/12/18 00:00:00+00,,,2021/10/12 00:00:00+00,2022/02/10 00:00:00+00,310000,"Part of the Planned Development Area No. 54 Fan Pier, Parcel E is an all office building with ground floor retail and other facilities of public accommodation.",http://www.bostonplans.org/projects/development-projects/fan-pier-npc-and-second-pda-amendment,42.3523,-71.0435,300000,0,
783704.815721974,2952298.95687997,22230,2653,Parcel 6 (A and B),10,Codfish,Way,2210,South Boston Waterfront,Large Project,Board Approved,2018/02/28 00:00:00+00,2018/05/17 00:00:00+00,,,2023/05/22 00:00:00+00,92913,"Parcel 6 is located in the MassPort Marine Terminal. The original project consisted of three sub-parcels (Parcel 6A, 6B and 6C) for an approximately 220,000 gross square footage development. The project is now concentrated on parcels 6A and 6B for a development of approximately 90,000 gross square feet. Parcel 6A is occupied by Boston Sword & Tuna with a purpose-built fresh seafood processing and distribution plant. Parcel 6B is intended for the construction of a new seafood facility to relocate two seafood businesses (F.J. O'Hara and Pangea Shellfish) from their obsolescent facilities in the Marine Park.",http://www.bostonplans.org/projects/development-projects/parcel-6,42.3483,-71.0282,92913,0,
771722.341983557,2948299.9743924,22231,2654,771 Harrison Avenue,771,Harrison,Avenue,2118,South End,Small Project,Construction Complete,,,2017/08/29 00:00:00+00,2021/06/18 00:00:00+00,2022/03/12 00:00:00+00,109812,"The project as last approved by the BPDA Board consists of the renovation and conversion of the former Immaculate Conception Church and Link Building into a residential building with 63 residential units, of which 51 would be rental units and 12 would be condominium units. The project is currently under construction.

On March 31, 2021, the Proponent submitted a Notice of Project Change and a PDA Amendment to convert all of the residential units in the building to condominiums.",http://www.bostonplans.org/Projects/Development-Projects/771-Harrison-Avenue,42.3375,-71.0726,99812,0,
764404.818232805,2946260.1241414,22232,2656,9-11 Burney Street,11-Sep,Burney,Street,2120,Mission Hill,Small Project,Construction Complete,2018/01/02 00:00:00+00,2019/05/16 00:00:00+00,2020/09/18 00:00:00+00,2023/03/14 00:00:00+00,2023/02/16 00:00:00+00,27866,"The proposed project consists of the demolition of an existing three-family structure at 11 Burney Street, and the construction of a new, approximately 23,975 SF full four-story building. The proposed project includes 24 rental units, of which three (3) will be designated as income restricted, and five (5) garage parking spaces. The proposed project incorporates 1,625 SF of ground floor amenity suite and a 2,853 SF laneway serving as open space for recreational activities.",http://www.bostonplans.org/projects/development-projects/9-11-burney-street,42.332,-71.0997,23884,0,
776813.230423808,2946795.45115472,22233,2658,200-204 Old Colony Avenue,200-204,Old Colony,Avenue,2127,South Boston,Large Project,Construction Complete,2018/05/11 00:00:00+00,2018/07/12 00:00:00+00,2019/06/21 00:00:00+00,2021/03/01 00:00:00+00,2021/01/04 00:00:00+00,63023,"The proposed project consists of the demolition of the existing structures occupying the site and the construction of a 6-story mixed-use building with approx. 9,800 square feet of  adult education space, 49 residential units (including 8 income restricted units), and 31 off-street parking spaces.",http://www.bostonplans.org/Projects/Development-Projects/200-204-Old-Colony-Avenue,42.3333,-71.0538,55679,0,
776463.132698804,2956888.28398739,22234,2678,Dock Square Garage,20,Clinton,Street,2109,Downtown,Large Project,Board Approved,2018/02/16 00:00:00+00,2019/06/13 00:00:00+00,,,2022/01/06 00:00:00+00,456000,"The Proponent proposes to retain the Existing Building and its current parking garage and restaurant-with-pool-tables-and-live entertainment uses, and construct a new, ten-level, approximately 125-unit residential condominium addition on the roof. The dwellings would be served by a new ground-level lobby, facing the Open Space, and new, private open space at the center of the 9th level and open to the sky.

The vertical, residential addition is designed to spiral upward in height, starting at level 12 on the Existing Building?s northeasterly façade along John F. Fitzgerald Surface Road, and moving counterclockwise to the southerly façade along Clinton Street. The resulting building would have a maximum building height of 17 levels (approximately 125 feet) along Clinton Street, and a total gross floor area of approximately 535,000 sf.",http://www.bostonplans.org/Projects/Development-Projects/Dock-Square-Garage,42.361,-71.0549,265000,0,
776395.930405393,2928280.47342098,22235,2700,One Granite Avenue,1,Granite,Avenue,2125,Dorchester,Small Project,Prefile (Default),,,,,,30000,"Proposal is a residential project located at 1 Granite Avenue, Dorchester that is approximately 30,000 SF, 21 condominium units with 21 interior parking spaces.  The site is approximately 24,000 SF acquired from Cedar Grove Cemetery.",,42.2825,-71.0557,,,
753528.922005638,2954083.25252397,22236,2708,44 North Beacon Street,44,North Beacon,Street,2134,Allston,Small Project,Construction Complete,2018/03/05 00:00:00+00,2018/12/13 00:00:00+00,2019/11/22 00:00:00+00,2021/09/03 00:00:00+00,2022/01/16 00:00:00+00,34580,"The originally Proposed Project consisted of an approximately 54,000 square foot building, with height ranging from three (3)- stories along North Beacon Street, to seven (7)-stories in the deepest pocket of the site, furthest from North Beacon Street, comprised of 54 total residential units and 35 parking spaces. 

Revised proposal: the Proposed Project now consists of an approximately 34,580 square foot, five (5)-story building with 30 residential rental units, one (1) ground level commercial space, 35 indoor bike storage spaces, and 19 at-grade vehicle parking spaces.",http://www.bostonplans.org/projects/development-projects/44-north-beacon-street,42.3536,-71.1398,34580,0,
775976.58150655,2941288.24957073,22237,2709,951-959A Dorchester Avenue,951-959,Dorchester,Avenue,2125,Dorchester,Small Project,Permitted / Under Construction,2018/02/13 00:00:00+00,2018/04/12 00:00:00+00,2022/01/26 00:00:00+00,,2018/04/12 00:00:00+00,47074,"Proposal is a mixed-use development consisting of a five (5)-story, mixed-use building totaling approximately 43,800 square feet.  The building will contain thirty-eight (38) residentialunits, five (5) of which will be Inclusionary Development Policy Units (""IDP Units""). The ground floor consistsof 6,670 square feet of commercial retail space that provides new space for the long-existing Dorchester Market and an improved restaurant use.  In addition, there will be twenty-six (26) on-site/off-streetgarage parking spaces located below-grade.  Trash/recycling room will be located within the building.",http://www.bostonplans.org/projects/development-projects/951-959a-dorchester-avenue,42.3182,-71.057,43800,0,
782012.095026061,2960307.10884264,22238,2710,Frankfort + Gove Street Housing Project,120-134,Gove,Street,2128,East Boston,Large Project,Board Approved,2018/10/05 00:00:00+00,2019/03/14 00:00:00+00,,,2023/06/06 00:00:00+00,143065,"The project was approved by the BPDA Board on March 14, 2019 and consists of the construction of 108 residential units and 84 off-street parking spaces. The project includes the following: (i) the demolition of two existing structures; (ii) the renovation and conversion of the former Mount Carmel Church into a residential building with approximately 14 units; (iii), the construction of a new, 5-story residential building with 94 units; (iv) 84 off-street vehicle parking spaces; and (v) new open/green space. The Notice of Project Change outlines the owner's intention to convert the 94 housing units in the approved new 5-story building from condos to rentals. The 14 units in the former Church building would remain as condos.",http://www.bostonplans.org/projects/development-projects/frankfort-gove-street-housing-project,42.3703,-71.0343,114565,0,
760297.449479058,2927692.04087082,22239,2712,780 American Legion Highway,780,American Legion,Highway,2131,Roslindale,Large Project,Under Review,2019/09/06 00:00:00+00,,,,2020/07/14 00:00:00+00,186559,"The proposed mixed-use development consists of constructing a behavioral and clinical health facility and twenty-two (22) units of supported housing for
youth who are aging out of the Commonwealth?s foster care system. The 32,308 square foot building will be demolished and ninety-three (93) units of market rate and workforce rental
units and owner occupied town house condominium units will be constructed. The project will also provide replacement offices for the Home for Little Wanderers, provide new clinical facilities for the Dimock Street Neighborhood Health Center and add one hundred and fifteen (115) units of
family and affordable housing.
The total project will include 186,559 square feet of gross floor area on 2.46 acres with an FAR of 1.79. Parking will be provided for 133 vehicles.",http://www.bostonplans.org/projects/development-projects/780-american-legion-highway,42.2811,-71.1152,161559,0,
776164.512561142,2957141.82809973,22240,2713,Parcel 9- Haymarket Hotel,111,North,Street,2109,Downtown,Large Project,Construction Complete,2018/02/14 00:00:00+00,2018/04/12 00:00:00+00,2019/11/08 00:00:00+00,2021/12/21 00:00:00+00,2022/04/14 00:00:00+00,145000,"The development team has filed and has been approved for a Second Notice of Project Change and an Amended and Restated Development Plan to the PDA. The uses at the Proposed Project will remain the same. The key changes are a modest increase in its maximum height, from 65 feet to a maximum of 69 feet, 6 inches and a decrease from 29 feet to 27 feet for the restaurant portion of the building. The Amended and Restated PDA has been submitted to reflect the advancement of the design for both the height as well as the ground floor layout and other aspects of the building.",http://www.bostonplans.org/Projects/Development-Projects/Parcel-9-Haymarket-Hotel,42.3617,-71.056,145000,0,
750898.790782973,2956076.64453456,22241,2718,1550 Soldiers Field Road and 21 Soldiers Field Place,1550,Soldiers Field,Road,2135,Brighton,Large Project,Construction Complete,2018/02/21 00:00:00+00,2018/05/17 00:00:00+00,2019/08/05 00:00:00+00,2023/07/10 00:00:00+00,2022/08/30 00:00:00+00,223000,"Dinosaur 1550 LLC (the ?Proponent?), an affiliate of Dinosaur Capital Partners LLC, as the proposed owner-developer of two (2) parcels of land at 1550 Soldiers Field Road and 21 Soldiers Field Place in the City of Boston?s Brighton neighborhood (the ?Project Site?).  The Project Site includes 1.65 total acres (approximately 71,984 total square feet), with the Principal Development site consisting of a 1.08-acre (approximately 46,997 square feet) parcel at 1550 Soldiers Field Road and the smaller 0.57-acre (approximately 24,987 square feet) parcel located at 21 Soldiers Field Place.

The proposed project includes the construction of 211 market-rate apartment units in a six-story structure at 1550 Soldiers Field Road (the ?Principal Development?) and 38 income-restricted homeownership units at 21 Soldiers Field Place in a four-story condominium building (the ?Associated Off-Site Project?), with a combined floor area of approximately 223,000 gross square feet and approximately 175 on-site parking spaces for both building components; including 148 spaces in an underground garage at the 1550 Soldiers Field Road building and 27 open-air garaged spaces at 21 Soldiers Field Place (collectively, the ?Proposed Project?). 

While the Proposed Project will consist of two (2) new buildings situated on their own separate parcels of land, the overall Project Site will be master planned and designed together, with vehicular access from Soldiers Field Place, compatible site and pedestrian access improvements, robust usable open space and related public realm measures.",http://www.bostonplans.org/projects/development-projects/1550-soldiers-field-road-and-21-soldiers-field-pla,42.3591,-71.1495,223000,0,
771070.557854056,2948879.80098864,22242,272,South End Health Center,1596-1603,Washington,Street,2111,South End,Large Project,Construction Complete,,,,,,121661,"The Project involved the construction of two single family townhouses on Parcel RD-60, an underground garage with 119 parking spaces, a six story condominium building to include 11,051 square feet of commercial space on the lst. Floor and a 36,870 square",,42.3391,-71.075,121661,,
776206.814641893,2949015.29349981,22243,2727,55 West Fifth Street,55,West Fifth,Street,2127,South Boston,Small Project,Construction Complete,2018/02/28 00:00:00+00,2018/05/17 00:00:00+00,2019/02/22 00:00:00+00,2022/04/04 00:00:00+00,2022/05/17 00:00:00+00,45757,"The proposed project consists of the demolition of the existing structure on-site and the construction of a 6-story mixed-use building with 50 residential rental units, 43 off-street parking spaces, and approx. 1,600 square feet of  retail space.",http://www.bostonplans.org/projects/development-projects/55-west-fifth-street,42.3394,-71.056,45757,0,
752601.012772217,2949742.67754373,22244,2730,40 Mount Hood Road,40,Mount Hood,Road,2135,Brighton,Large Project,Board Approved,2020/08/24 00:00:00+00,,,,2022/06/28 00:00:00+00,231176,"* 1650 Commonwealth, LLC (the ""Proponent""), has filed a Notice of Project Change Letter to the BPDA.  The change is necessitated by the market realities, in the wake of the COVID-19 pandemic.  The Proponent has extensive experience with residential condominium projects, including on-site, inclusionary affordable housing.  However, the Proponent has been experiencing a fundamental shift in the Greater Boston residential development market.


1650 Commonwealth, LLC (the ""Proponent""), proposes to develop an approximately 1.7-acre site at 40 Mount Hood Road in the Brighton neighborhood of Boston. The existing site, located at the corner of Mount Hood Road and Egremont Road, currently consists of a motel containing 74 hotel rooms in three separate buildings, as well as surface parking spaces. The site will be developed into an approximately 165,310 square foot residential building containing approximately 151 residential rental units and 204 parking spaces.  

The Project plans to improve the public realm with approximately 10,000 square feet of landscaped space lining the property on both Mount Hood and Egremont Roads. This will create an active edge along a corridor that connects the residential neighborhood to Commonwealth Avenue, which is well served by public transit.  The pedestrian experience will be further enhanced with new street furniture, trees, plantings, lightning and path patterning.",http://www.bostonplans.org/projects/development-projects/40-mount-hood-road,42.3417,-71.1433,164340,0,
769862.923130214,2947051.68128531,22245,2731,1950 Washington Street,1950,Washington,Street,2118,Roxbury,Small Project,Construction Complete,2018/04/06 00:00:00+00,2018/06/14 00:00:00+00,2019/03/07 00:00:00+00,2022/01/13 00:00:00+00,2021/11/22 00:00:00+00,53882,"The Project consists of the renovation of the existing four-story structure and the construction of a new six-story addition. The completed Project will include 31 residential units, of which four will be income-restricted, 4,500 square feet of ground floor commercial space, 800 square feet of office space, and 21 ground-level garage parking spaces.",http://www.bostonplans.org/projects/development-projects/1950-washington-street,42.3341,-71.0795,48552,0,
750661.219079643,2954690.84645315,22246,2732,11 Faneuil Street,11,Faneuil,Street,2135,Brighton,Small Project,Board Approved,2019/10/16 00:00:00+00,,,,2020/09/10 00:00:00+00,50555,"The Project Site is comprised of approximately 19,530 square feet of underutilized commercial land. The Proposed Project includes the redevelopment of the Project Site by replacing the existing commercial facilities including a Meineke shop and The Bagman store with a new residential building, landscape design, vehicular and pedestrian access measures and associated
improvements.City Realty (the ?Proponent?)is proposing a new residential
development that is approximately 43,820
gross square feet in size and includes forty-one (41) residential condominium units. The Proposed Project will also include fifty-one (51) associated parking spaces and a bike room with space for fifty-two (52) bicycles at the ground level.",http://www.bostonplans.org/Projects/Development-Projects/11-Faneuil-Street,42.3553,-71.1504,41525,0,
776050.342841968,2958307.40877381,22247,2733,41 North Margin Street,41,Margin,Street,2113,North End,Small Project,Construction Complete,2018/08/29 00:00:00+00,2018/10/11 00:00:00+00,2020/10/22 00:00:00+00,2022/06/30 00:00:00+00,2020/08/10 00:00:00+00,24972,"Affirmative Investmests, Inc. and East Boston Community Development Corporation propose for 23 senior affordable housing units, 13 parking spaces and new 1,500 square foot Knights of Colombus Hall.",http://www.bostonplans.org/projects/development-projects/41-north-margin-street,42.3649,-71.0564,24972,0,
772887.047987476,2953225.61381932,22248,2735,201 Stuart Street-Motor Mart Garage,201,Stuart,Street,2116,Downtown,Large Project,Board Approved,2018/09/11 00:00:00+00,2019/10/17 00:00:00+00,,,2020/08/21 00:00:00+00,685000,"201 Stuart Street Owner, LLC (the Proponent), an affiliate of CIM Group LLC, together with its development partner Boston Global Investors, LLC, proposes to redevelop the existing eight-story, Motor Mart Garage into a vibrant, mixed-use building by adding basement level retail space, reducing parking, and constructing new residential apartments within the western portion of the existing building, and constructing new residential apartments and condominiums within a 20-story residential tower rising out of the existing building (the Project). The Project will create a mix of approximately 231 new condominium units, retain approximately 46,000 sf of retail and restaurant space, and retain 672 parking spaces.",http://www.bostonplans.org/projects/development-projects/motor-mart-garage,42.351,-71.0682,685000,0,
775592.019283548,2952875.03774881,22249,2745,150 Kneeland Street,150,Kneeland,Street,2111,Leather District,Large Project,Board Approved,2018/06/25 00:00:00+00,2018/10/11 00:00:00+00,,,2021/05/13 00:00:00+00,96500,"A residential use will be added to the Project, replacing the hotel portion. The new program will include approximately 115 residential dwelling units, replacing the previously approved 230 hotel rooms. The building envelope, height, small footprint floorplate, and exterior design will remain virtually
unchanged from the 2018 Approvals.
The mixed use project will maintain the previously approved accessory uses
such as meeting and fitness spaces, publicly accessible food and beverage retail use on the ground floor, and other amenities, all of which are allowed uses in the Leather District.",http://www.bostonplans.org/projects/development-projects/150-kneeland-street,42.35,-71.0582,96500,0,
767302.677594557,2928453.55214307,22250,2747,775 Morton Street,767-771,Morton,Street,2126,Mattapan,Small Project,Permitted / Under Construction,2018/07/23 00:00:00+00,2019/01/17 00:00:00+00,2022/03/28 00:00:00+00,,2022/03/21 00:00:00+00,39004,"The Proposed Project consists of a new four (4)?story, 27-unit, rental residential building (including 4 income restricted units), with off-street parking for 29 total vehicles.",http://www.bostonplans.org/projects/development-projects/775-morton-street,42.2831,-71.0893,33536,0,
766589.380136639,2953085.26436247,22251,2755,4-10 Charlesgate East,10-Apr,Charlesgate East,,,Back Bay,Large Project,Construction Complete,,1996/08/15 00:00:00+00,,,,191808,,,42.3507,-71.0915,,,
786409.804078385,2966344.66140006,22252,2756,"Leonard Florence Associates, Inc., 175 McClellan Highway",175,McClellan,Highway,,East Boston,Large Project,Construction Complete,,1996/09/04 00:00:00+00,,,,139000,,,42.3868,-71.0179,,,
764591.007492974,2946916.96600357,22253,2757,"Phase 1, Mission Main Redevelopment",43,Smith,Street,2120,Roxbury,Large Project,Construction Complete,,1996/10/03 00:00:00+00,,,,225000,,,42.3338,-71.099,,,
